 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            ibvdd           time            p_pass         
 1.06500000e-05  7.00000000e+00  1.06500000e-05  2.99598181e-02  1.06500000e-05  6.99527945e+00  1.06500000e-05  7.41707759e-01  1.06500000e-05  6.27830899e-05  1.06500000e-05  4.37600659e-04 
 1.07500000e-05  7.00000000e+00  1.07500000e-05  3.05591769e-02  1.07500000e-05  6.99528117e+00  1.07500000e-05  7.42296927e-01  1.07500000e-05  6.27592839e-05  1.07500000e-05  4.37397115e-04 
 1.08500000e-05  7.00000000e+00  1.08500000e-05  3.11583722e-02  1.08500000e-05  6.99528240e+00  1.08500000e-05  7.42885178e-01  1.08500000e-05  6.27526639e-05  1.08500000e-05  4.37313376e-04 
 1.09500000e-05  7.00000000e+00  1.09500000e-05  3.17573988e-02  1.09500000e-05  6.99528419e+00  1.09500000e-05  7.43472639e-01  1.09500000e-05  6.27280182e-05  1.09500000e-05  4.37104049e-04 
 1.10500000e-05  7.00000000e+00  1.10500000e-05  3.23562524e-02  1.10500000e-05  6.99528547e+00  1.10500000e-05  7.44059296e-01  1.10500000e-05  6.27205598e-05  1.10500000e-05  4.37014516e-04 
 1.11500000e-05  7.00000000e+00  1.11500000e-05  3.29549296e-02  1.11500000e-05  6.99528730e+00  1.11500000e-05  7.44645258e-01  1.11500000e-05  6.26953542e-05  1.11500000e-05  4.36801358e-04 
 1.12500000e-05  7.00000000e+00  1.12500000e-05  3.35534273e-02  1.12500000e-05  6.99528862e+00  1.12500000e-05  7.45230501e-01  1.12500000e-05  6.26872936e-05  1.12500000e-05  4.36707682e-04 
 1.13500000e-05  7.00000000e+00  1.13500000e-05  3.41517429e-02  1.13500000e-05  6.99529048e+00  1.13500000e-05  7.45815120e-01  1.13500000e-05  6.26617251e-05  1.13500000e-05  4.36492069e-04 
 1.14500000e-05  7.00000000e+00  1.14500000e-05  3.47498743e-02  1.14500000e-05  6.99529183e+00  1.14500000e-05  7.46399084e-01  1.14500000e-05  6.26532289e-05  1.14500000e-05  4.36395410e-04 
 1.15500000e-05  7.00000000e+00  1.15500000e-05  3.53478198e-02  1.15500000e-05  6.99529370e+00  1.15500000e-05  7.46982477e-01  1.15500000e-05  6.26274359e-05  1.15500000e-05  4.36178308e-04 
 1.16500000e-05  7.00000000e+00  1.16500000e-05  3.59455777e-02  1.16500000e-05  6.99529506e+00  1.16500000e-05  7.47565264e-01  1.16500000e-05  6.26186214e-05  1.16500000e-05  4.36079488e-04 
 1.17500000e-05  7.00000000e+00  1.17500000e-05  3.65431469e-02  1.17500000e-05  6.99529695e+00  1.17500000e-05  7.48147519e-01  1.17500000e-05  6.25927014e-05  1.17500000e-05  4.35861576e-04 
 1.18500000e-05  7.00000000e+00  1.18500000e-05  3.71405263e-02  1.18500000e-05  6.99529831e+00  1.18500000e-05  7.48729207e-01  1.18500000e-05  6.25836515e-05  1.18500000e-05  4.35761171e-04 
 1.19500000e-05  7.00000000e+00  1.19500000e-05  3.77377150e-02  1.19500000e-05  6.99530021e+00  1.19500000e-05  7.49310395e-01  1.19500000e-05  6.25576726e-05  1.19500000e-05  4.35542924e-04 
 1.20500000e-05  7.00000000e+00  1.20500000e-05  3.83347123e-02  1.20500000e-05  6.99530157e+00  1.20500000e-05  7.49891044e-01  1.20500000e-05  6.25484456e-05  1.20500000e-05  4.35441343e-04 
 1.21500000e-05  7.00000000e+00  1.21500000e-05  3.89315174e-02  1.21500000e-05  6.99530347e+00  1.21500000e-05  7.50471217e-01  1.21500000e-05  6.25224556e-05  1.21500000e-05  4.35223095e-04 
 1.22500000e-05  7.00000000e+00  1.22500000e-05  3.95281299e-02  1.22500000e-05  6.99530484e+00  1.22500000e-05  7.51050875e-01  1.22500000e-05  6.25130928e-05  1.22500000e-05  4.35120624e-04 
 1.23500000e-05  7.00000000e+00  1.23500000e-05  4.01245493e-02  1.23500000e-05  6.99530673e+00  1.23500000e-05  7.51630076e-01  1.23500000e-05  6.24871250e-05  1.23500000e-05  4.34902608e-04 
 1.24500000e-05  7.00000000e+00  1.24500000e-05  4.07207753e-02  1.24500000e-05  6.99530809e+00  1.24500000e-05  7.52208782e-01  1.24500000e-05  6.24776556e-05  1.24500000e-05  4.34799450e-04 
 1.25500000e-05  7.00000000e+00  1.25500000e-05  4.13168076e-02  1.25500000e-05  6.99530998e+00  1.25500000e-05  7.52787045e-01  1.25500000e-05  6.24517332e-05  1.25500000e-05  4.34581826e-04 
 1.26500000e-05  7.00000000e+00  1.26500000e-05  4.19126457e-02  1.26500000e-05  6.99531134e+00  1.26500000e-05  7.53364829e-01  1.26500000e-05  6.24421776e-05  1.26500000e-05  4.34478126e-04 
 1.27500000e-05  7.00000000e+00  1.27500000e-05  4.25082897e-02  1.27500000e-05  6.99531323e+00  1.27500000e-05  7.53942183e-01  1.27500000e-05  6.24163167e-05  1.27500000e-05  4.34261006e-04 
 1.28500000e-05  7.00000000e+00  1.28500000e-05  4.31037392e-02  1.28500000e-05  6.99531458e+00  1.28500000e-05  7.54519071e-01  1.28500000e-05  6.24066895e-05  1.28500000e-05  4.34156865e-04 
 1.29500000e-05  7.00000000e+00  1.29500000e-05  4.36989942e-02  1.29500000e-05  6.99531646e+00  1.29500000e-05  7.55095539e-01  1.29500000e-05  6.23809011e-05  1.29500000e-05  4.33940325e-04 
 1.30500000e-05  7.00000000e+00  1.30500000e-05  4.42940545e-02  1.30500000e-05  6.99531781e+00  1.30500000e-05  7.55671552e-01  1.30500000e-05  6.23712127e-05  1.30500000e-05  4.33835815e-04 
 1.31500000e-05  7.00000000e+00  1.31500000e-05  4.48889200e-02  1.31500000e-05  6.99531968e+00  1.31500000e-05  7.56247153e-01  1.31500000e-05  6.23455043e-05  1.31500000e-05  4.33619908e-04 
 1.32500000e-05  7.00000000e+00  1.32500000e-05  4.54835906e-02  1.32500000e-05  6.99532103e+00  1.32500000e-05  7.56822309e-01  1.32500000e-05  6.23357620e-05  1.32500000e-05  4.33515080e-04 
 1.33500000e-05  7.00000000e+00  1.33500000e-05  4.60780662e-02  1.33500000e-05  6.99532289e+00  1.33500000e-05  7.57397060e-01  1.33500000e-05  6.23101386e-05  1.33500000e-05  4.33299840e-04 
 1.34500000e-05  7.00000000e+00  1.34500000e-05  4.66723468e-02  1.34500000e-05  6.99532423e+00  1.34500000e-05  7.57971374e-01  1.34500000e-05  6.23003478e-05  1.34500000e-05  4.33194731e-04 
 1.35500000e-05  7.00000000e+00  1.35500000e-05  4.72664324e-02  1.35500000e-05  6.99532609e+00  1.35500000e-05  7.58545290e-01  1.35500000e-05  6.22748127e-05  1.35500000e-05  4.32980180e-04 
 1.36500000e-05  7.00000000e+00  1.36500000e-05  4.78603230e-02  1.36500000e-05  6.99532743e+00  1.36500000e-05  7.59118775e-01  1.36500000e-05  6.22649771e-05  1.36500000e-05  4.32874817e-04 
 1.37500000e-05  7.00000000e+00  1.37500000e-05  4.84540184e-02  1.37500000e-05  6.99532928e+00  1.37500000e-05  7.59691867e-01  1.37500000e-05  6.22395322e-05  1.37500000e-05  4.32660970e-04 
 1.38500000e-05  7.00000000e+00  1.38500000e-05  4.90475187e-02  1.38500000e-05  6.99533060e+00  1.38500000e-05  7.60264535e-01  1.38500000e-05  6.22296547e-05  1.38500000e-05  4.32555372e-04 
 1.39500000e-05  7.00000000e+00  1.39500000e-05  4.96408239e-02  1.39500000e-05  6.99533245e+00  1.39500000e-05  7.60836814e-01  1.39500000e-05  6.22043014e-05  1.39500000e-05  4.32342237e-04 
 1.40500000e-05  7.00000000e+00  1.40500000e-05  5.02339340e-02  1.40500000e-05  6.99533377e+00  1.40500000e-05  7.61408675e-01  1.40500000e-05  6.21943839e-05  1.40500000e-05  4.32236419e-04 
 1.41500000e-05  7.00000000e+00  1.41500000e-05  5.08268490e-02  1.41500000e-05  6.99533560e+00  1.41500000e-05  7.61980151e-01  1.41500000e-05  6.21691228e-05  1.41500000e-05  4.32023999e-04 
 1.42500000e-05  7.00000000e+00  1.42500000e-05  5.14195688e-02  1.42500000e-05  6.99533692e+00  1.42500000e-05  7.62551214e-01  1.42500000e-05  6.21591670e-05  1.42500000e-05  4.31917971e-04 
 1.43500000e-05  7.00000000e+00  1.43500000e-05  5.20120936e-02  1.43500000e-05  6.99533875e+00  1.43500000e-05  7.63121895e-01  1.43500000e-05  6.21339982e-05  1.43500000e-05  4.31706268e-04 
 1.44500000e-05  7.00000000e+00  1.44500000e-05  5.26044232e-02  1.44500000e-05  6.99534006e+00  1.44500000e-05  7.63692166e-01  1.44500000e-05  6.21240052e-05  1.44500000e-05  4.31600039e-04 
 1.45500000e-05  7.00000000e+00  1.45500000e-05  5.31965578e-02  1.45500000e-05  6.99534188e+00  1.45500000e-05  7.64262059e-01  1.45500000e-05  6.20989288e-05  1.45500000e-05  4.31389052e-04 
 1.46500000e-05  7.00000000e+00  1.46500000e-05  5.37884973e-02  1.46500000e-05  6.99534318e+00  1.46500000e-05  7.64831547e-01  1.46500000e-05  6.20888997e-05  1.46500000e-05  4.31282629e-04 
 1.47500000e-05  7.00000000e+00  1.47500000e-05  5.43802418e-02  1.47500000e-05  6.99534500e+00  1.47500000e-05  7.65400659e-01  1.47500000e-05  6.20639152e-05  1.47500000e-05  4.31072356e-04 
 1.48500000e-05  7.00000000e+00  1.48500000e-05  5.49717913e-02  1.48500000e-05  6.99534629e+00  1.48500000e-05  7.65969369e-01  1.48500000e-05  6.20538508e-05  1.48500000e-05  4.30965744e-04 
 1.49500000e-05  7.00000000e+00  1.49500000e-05  5.55631458e-02  1.49500000e-05  6.99534810e+00  1.49500000e-05  7.66537704e-01  1.49500000e-05  6.20289580e-05  1.49500000e-05  4.30756182e-04 
 1.50500000e-05  7.00000000e+00  1.50500000e-05  5.61543053e-02  1.50500000e-05  6.99534939e+00  1.50500000e-05  7.67105642e-01  1.50500000e-05  6.20188589e-05  1.50500000e-05  4.30649386e-04 
 1.51500000e-05  7.00000000e+00  1.51500000e-05  5.67452698e-02  1.51500000e-05  6.99535119e+00  1.51500000e-05  7.67673207e-01  1.51500000e-05  6.19940572e-05  1.51500000e-05  4.30440531e-04 
 1.52500000e-05  7.00000000e+00  1.52500000e-05  5.73360395e-02  1.52500000e-05  6.99535247e+00  1.52500000e-05  7.68240377e-01  1.52500000e-05  6.19839241e-05  1.52500000e-05  4.30333556e-04 
 1.53500000e-05  7.00000000e+00  1.53500000e-05  5.79266143e-02  1.53500000e-05  6.99535427e+00  1.53500000e-05  7.68807175e-01  1.53500000e-05  6.19592130e-05  1.53500000e-05  4.30125404e-04 
 1.54500000e-05  7.00000000e+00  1.54500000e-05  5.85169942e-02  1.54500000e-05  6.99535555e+00  1.54500000e-05  7.69373582e-01  1.54500000e-05  6.19490464e-05  1.54500000e-05  4.30018253e-04 
 1.55500000e-05  7.00000000e+00  1.55500000e-05  5.91071793e-02  1.55500000e-05  6.99535734e+00  1.55500000e-05  7.69939618e-01  1.55500000e-05  6.19244254e-05  1.55500000e-05  4.29810800e-04 
 1.56500000e-05  7.00000000e+00  1.56500000e-05  5.96971696e-02  1.56500000e-05  6.99535861e+00  1.56500000e-05  7.70505264e-01  1.56500000e-05  6.19142258e-05  1.56500000e-05  4.29703477e-04 
 1.57500000e-05  7.00000000e+00  1.57500000e-05  6.02869644e-02  1.57500000e-05  6.99536039e+00  1.57500000e-05  7.71070543e-01  1.57500000e-05  6.18896942e-05  1.57500000e-05  4.29496718e-04 
 1.58500000e-05  7.00000000e+00  1.58500000e-05  6.08765643e-02  1.58500000e-05  6.99536166e+00  1.58500000e-05  7.71635431e-01  1.58500000e-05  6.18794622e-05  1.58500000e-05  4.29389226e-04 
 1.59500000e-05  7.00000000e+00  1.59500000e-05  6.14659697e-02  1.59500000e-05  6.99536343e+00  1.59500000e-05  7.72199953e-01  1.59500000e-05  6.18550195e-05  1.59500000e-05  4.29183158e-04 
 1.60500000e-05  7.00000000e+00  1.60500000e-05  6.20551803e-02  1.60500000e-05  6.99536469e+00  1.60500000e-05  7.72764087e-01  1.60500000e-05  6.18447555e-05  1.60500000e-05  4.29075501e-04 
 1.61500000e-05  7.00000000e+00  1.61500000e-05  6.26441964e-02  1.61500000e-05  6.99536646e+00  1.61500000e-05  7.73327856e-01  1.61500000e-05  6.18204010e-05  1.61500000e-05  4.28870118e-04 
 1.62500000e-05  7.00000000e+00  1.62500000e-05  6.32330179e-02  1.62500000e-05  6.99536771e+00  1.62500000e-05  7.73891239e-01  1.62500000e-05  6.18101055e-05  1.62500000e-05  4.28762299e-04 
 1.63500000e-05  7.00000000e+00  1.63500000e-05  6.38216448e-02  1.63500000e-05  6.99536948e+00  1.63500000e-05  7.74454257e-01  1.63500000e-05  6.17858387e-05  1.63500000e-05  4.28557597e-04 
 1.64500000e-05  7.00000000e+00  1.64500000e-05  6.44100773e-02  1.64500000e-05  6.99537073e+00  1.64500000e-05  7.75016891e-01  1.64500000e-05  6.17755121e-05  1.64500000e-05  4.28449619e-04 
 1.65500000e-05  7.00000000e+00  1.65500000e-05  6.49983153e-02  1.65500000e-05  6.99537248e+00  1.65500000e-05  7.75579160e-01  1.65500000e-05  6.17513324e-05  1.65500000e-05  4.28245594e-04 
 1.66500000e-05  7.00000000e+00  1.66500000e-05  6.55863589e-02  1.66500000e-05  6.99537373e+00  1.66500000e-05  7.76141047e-01  1.66500000e-05  6.17409752e-05  1.66500000e-05  4.28137461e-04 
 1.67500000e-05  7.00000000e+00  1.67500000e-05  6.61742082e-02  1.67500000e-05  6.99537547e+00  1.67500000e-05  7.76702569e-01  1.67500000e-05  6.17168820e-05  1.67500000e-05  4.27934108e-04 
 1.68500000e-05  7.00000000e+00  1.68500000e-05  6.67618631e-02  1.68500000e-05  6.99537671e+00  1.68500000e-05  7.77263710e-01  1.68500000e-05  6.17064946e-05  1.68500000e-05  4.27825822e-04 
 1.69500000e-05  7.00000000e+00  1.69500000e-05  6.73493237e-02  1.69500000e-05  6.99537846e+00  1.69500000e-05  7.77824487e-01  1.69500000e-05  6.16824873e-05  1.69500000e-05  4.27623137e-04 
 1.70500000e-05  7.00000000e+00  1.70500000e-05  6.79365900e-02  1.70500000e-05  6.99537969e+00  1.70500000e-05  7.78384884e-01  1.70500000e-05  6.16720702e-05  1.70500000e-05  4.27514701e-04 
 1.71500000e-05  7.00000000e+00  1.71500000e-05  6.85236622e-02  1.71500000e-05  6.99538143e+00  1.71500000e-05  7.78944916e-01  1.71500000e-05  6.16481482e-05  1.71500000e-05  4.27312681e-04 
 1.72500000e-05  7.00000000e+00  1.72500000e-05  6.91105402e-02  1.72500000e-05  6.99538266e+00  1.72500000e-05  7.79504570e-01  1.72500000e-05  6.16377019e-05  1.72500000e-05  4.27204099e-04 
 1.73500000e-05  7.00000000e+00  1.73500000e-05  6.96972240e-02  1.73500000e-05  6.99538439e+00  1.73500000e-05  7.80063858e-01  1.73500000e-05  6.16138647e-05  1.73500000e-05  4.27002738e-04 
 1.74500000e-05  7.00000000e+00  1.74500000e-05  7.02837138e-02  1.74500000e-05  6.99538561e+00  1.74500000e-05  7.80622770e-01  1.74500000e-05  6.16033897e-05  1.74500000e-05  4.26894013e-04 
 1.75500000e-05  7.00000000e+00  1.75500000e-05  7.08700095e-02  1.75500000e-05  6.99538734e+00  1.75500000e-05  7.81181316e-01  1.75500000e-05  6.15796367e-05  1.75500000e-05  4.26693307e-04 
 1.76500000e-05  7.00000000e+00  1.76500000e-05  7.14561113e-02  1.76500000e-05  6.99538855e+00  1.76500000e-05  7.81739486e-01  1.76500000e-05  6.15691333e-05  1.76500000e-05  4.26584442e-04 
 1.77500000e-05  7.00000000e+00  1.77500000e-05  7.20420191e-02  1.77500000e-05  6.99539027e+00  1.77500000e-05  7.82297291e-01  1.77500000e-05  6.15454640e-05  1.77500000e-05  4.26384388e-04 
 1.78500000e-05  7.00000000e+00  1.78500000e-05  7.26277330e-02  1.78500000e-05  6.99539149e+00  1.78500000e-05  7.82854719e-01  1.78500000e-05  6.15349327e-05  1.78500000e-05  4.26275386e-04 
 1.79500000e-05  7.00000000e+00  1.79500000e-05  7.32132530e-02  1.79500000e-05  6.99539320e+00  1.79500000e-05  7.83411782e-01  1.79500000e-05  6.15113466e-05  1.79500000e-05  4.26075980e-04 
 1.80500000e-05  7.00000000e+00  1.80500000e-05  7.37985792e-02  1.80500000e-05  6.99539441e+00  1.80500000e-05  7.83968470e-01  1.80500000e-05  6.15007879e-05  1.80500000e-05  4.25966845e-04 
 1.81500000e-05  7.00000000e+00  1.81500000e-05  7.43837116e-02  1.81500000e-05  6.99539612e+00  1.81500000e-05  7.84524792e-01  1.81500000e-05  6.14772844e-05  1.81500000e-05  4.25768082e-04 
 1.82500000e-05  7.00000000e+00  1.82500000e-05  7.49686503e-02  1.82500000e-05  6.99539732e+00  1.82500000e-05  7.85080739e-01  1.82500000e-05  6.14666988e-05  1.82500000e-05  4.25658816e-04 
 1.83500000e-05  7.00000000e+00  1.83500000e-05  7.55533954e-02  1.83500000e-05  6.99539902e+00  1.83500000e-05  7.85636320e-01  1.83500000e-05  6.14432774e-05  1.83500000e-05  4.25460693e-04 
 1.84500000e-05  7.00000000e+00  1.84500000e-05  7.61379467e-02  1.84500000e-05  6.99540022e+00  1.84500000e-05  7.86191526e-01  1.84500000e-05  6.14326653e-05  1.84500000e-05  4.25351300e-04 
 1.85500000e-05  7.00000000e+00  1.85500000e-05  7.67223045e-02  1.85500000e-05  6.99540192e+00  1.85500000e-05  7.86746367e-01  1.85500000e-05  6.14093255e-05  1.85500000e-05  4.25153813e-04 
 1.86500000e-05  7.00000000e+00  1.86500000e-05  7.73064688e-02  1.86500000e-05  6.99540311e+00  1.86500000e-05  7.87300832e-01  1.86500000e-05  6.13986873e-05  1.86500000e-05  4.25044295e-04 
 1.87500000e-05  7.00000000e+00  1.87500000e-05  7.78904395e-02  1.87500000e-05  6.99540480e+00  1.87500000e-05  7.87854931e-01  1.87500000e-05  6.13754286e-05  1.87500000e-05  4.24847441e-04 
 1.88500000e-05  7.00000000e+00  1.88500000e-05  7.84742168e-02  1.88500000e-05  6.99540599e+00  1.88500000e-05  7.88408656e-01  1.88500000e-05  6.13647649e-05  1.88500000e-05  4.24737802e-04 
 1.89500000e-05  7.00000000e+00  1.89500000e-05  7.90578007e-02  1.89500000e-05  6.99540768e+00  1.89500000e-05  7.88962013e-01  1.89500000e-05  6.13415868e-05  1.89500000e-05  4.24541577e-04 
 1.90500000e-05  7.00000000e+00  1.90500000e-05  7.96411912e-02  1.90500000e-05  6.99540886e+00  1.90500000e-05  7.89514997e-01  1.90500000e-05  6.13308980e-05  1.90500000e-05  4.24431820e-04 
 1.91500000e-05  7.00000000e+00  1.91500000e-05  8.02243883e-02  1.91500000e-05  6.99541054e+00  1.91500000e-05  7.90067613e-01  1.91500000e-05  6.13078001e-05  1.91500000e-05  4.24236220e-04 
 1.92500000e-05  7.00000000e+00  1.92500000e-05  8.08073922e-02  1.92500000e-05  6.99541172e+00  1.92500000e-05  7.90619854e-01  1.92500000e-05  6.12970865e-05  1.92500000e-05  4.24126348e-04 
 1.93500000e-05  7.00000000e+00  1.93500000e-05  8.13902029e-02  1.93500000e-05  6.99541339e+00  1.93500000e-05  7.91171728e-01  1.93500000e-05  6.12740683e-05  1.93500000e-05  4.23931369e-04 
 1.94500000e-05  7.00000000e+00  1.94500000e-05  8.19728204e-02  1.94500000e-05  6.99541457e+00  1.94500000e-05  7.91723227e-01  1.94500000e-05  6.12633305e-05  1.94500000e-05  4.23821385e-04 
 1.95500000e-05  7.00000000e+00  1.95500000e-05  8.25552448e-02  1.95500000e-05  6.99541624e+00  1.95500000e-05  7.92274358e-01  1.95500000e-05  6.12403914e-05  1.95500000e-05  4.23627024e-04 
 1.96500000e-05  7.00000000e+00  1.96500000e-05  8.31374761e-02  1.96500000e-05  6.99541741e+00  1.96500000e-05  7.92825114e-01  1.96500000e-05  6.12296299e-05  1.96500000e-05  4.23516932e-04 
 1.97500000e-05  7.00000000e+00  1.97500000e-05  8.37195143e-02  1.97500000e-05  6.99541907e+00  1.97500000e-05  7.93375502e-01  1.97500000e-05  6.12067696e-05  1.97500000e-05  4.23323186e-04 
 1.98500000e-05  7.00000000e+00  1.98500000e-05  8.43013596e-02  1.98500000e-05  6.99542024e+00  1.98500000e-05  7.93925514e-01  1.98500000e-05  6.11959847e-05  1.98500000e-05  4.23212988e-04 
 1.99500000e-05  7.00000000e+00  1.99500000e-05  8.48830119e-02  1.99500000e-05  6.99542190e+00  1.99500000e-05  7.94475158e-01  1.99500000e-05  6.11732027e-05  1.99500000e-05  4.23019853e-04 
 2.00500000e-05  7.00000000e+00  2.00500000e-05  8.54644712e-02  2.00500000e-05  6.99542306e+00  2.00500000e-05  7.95024426e-01  2.00500000e-05  6.11623949e-05  2.00500000e-05  4.22909553e-04 
 2.01500000e-05  7.00000000e+00  2.01500000e-05  8.60457378e-02  2.01500000e-05  6.99542471e+00  2.01500000e-05  7.95573324e-01  2.01500000e-05  6.11396907e-05  2.01500000e-05  4.22717025e-04 
 2.02500000e-05  7.00000000e+00  2.02500000e-05  8.66268115e-02  2.02500000e-05  6.99542588e+00  2.02500000e-05  7.96121847e-01  2.02500000e-05  6.11288605e-05  2.02500000e-05  4.22606625e-04 
 2.03500000e-05  7.00000000e+00  2.03500000e-05  8.72076925e-02  2.03500000e-05  6.99542752e+00  2.03500000e-05  7.96669999e-01  2.03500000e-05  6.11062338e-05  2.03500000e-05  4.22414703e-04 
 2.04500000e-05  7.00000000e+00  2.04500000e-05  8.77883807e-02  2.04500000e-05  6.99542868e+00  2.04500000e-05  7.97217775e-01  2.04500000e-05  6.10953816e-05  2.04500000e-05  4.22304206e-04 
 2.05500000e-05  7.00000000e+00  2.05500000e-05  8.83688763e-02  2.05500000e-05  6.99543032e+00  2.05500000e-05  7.97765181e-01  2.05500000e-05  6.10728318e-05  2.05500000e-05  4.22112885e-04 
 2.06500000e-05  7.00000000e+00  2.06500000e-05  8.89491792e-02  2.06500000e-05  6.99543147e+00  2.06500000e-05  7.98312210e-01  2.06500000e-05  6.10619580e-05  2.06500000e-05  4.22002295e-04 
 2.07500000e-05  7.00000000e+00  2.07500000e-05  8.95292896e-02  2.07500000e-05  6.99543311e+00  2.07500000e-05  7.98858867e-01  2.07500000e-05  6.10394848e-05  2.07500000e-05  4.21811572e-04 
 2.08500000e-05  7.00000000e+00  2.08500000e-05  9.01092074e-02  2.08500000e-05  6.99543425e+00  2.08500000e-05  7.99405148e-01  2.08500000e-05  6.10285899e-05  2.08500000e-05  4.21700892e-04 
 2.09500000e-05  7.00000000e+00  2.09500000e-05  9.06889327e-02  2.09500000e-05  6.99543588e+00  2.09500000e-05  7.99951056e-01  2.09500000e-05  6.10061928e-05  2.09500000e-05  4.21510763e-04 
 2.10500000e-05  7.00000000e+00  2.10500000e-05  9.12684656e-02  2.10500000e-05  6.99543703e+00  2.10500000e-05  8.00496587e-01  2.10500000e-05  6.09952773e-05  2.10500000e-05  4.21399996e-04 
 2.11500000e-05  7.00000000e+00  2.11500000e-05  9.18478061e-02  2.11500000e-05  6.99543865e+00  2.11500000e-05  8.01041744e-01  2.11500000e-05  6.09729559e-05  2.11500000e-05  4.21210459e-04 
 2.12500000e-05  7.00000000e+00  2.12500000e-05  9.24269543e-02  2.12500000e-05  6.99543979e+00  2.12500000e-05  8.01586525e-01  2.12500000e-05  6.09620201e-05  2.12500000e-05  4.21099607e-04 
 2.13500000e-05  7.00000000e+00  2.13500000e-05  9.30059101e-02  2.13500000e-05  6.99544141e+00  2.13500000e-05  8.02130931e-01  2.13500000e-05  6.09397740e-05  2.13500000e-05  4.20910659e-04 
