 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 7.16357289e-06  7.00000000e+00  7.16357289e-06  4.26130823e+00  7.16357289e-06  5.51659573e+00  7.16357289e-06  2.40763932e+00  7.16357289e-06  6.99322903e+00  7.16357289e-06  4.58396853e-03 
 7.18751787e-06  7.00000000e+00  7.18751787e-06  4.29867369e+00  7.18751787e-06  5.52299838e+00  7.18751787e-06  2.42811738e+00  7.18751787e-06  7.00671308e+00  7.18751787e-06  4.66397811e-03 
 7.21248068e-06  7.00000000e+00  7.21248068e-06  4.33638715e+00  7.21248068e-06  5.53109833e+00  7.21248068e-06  2.44628682e+00  7.21248068e-06  6.99330481e+00  7.21248068e-06  4.74757194e-03 
 7.23923736e-06  7.00000000e+00  7.23923736e-06  4.37536577e+00  7.23923736e-06  5.53923117e+00  7.23923736e-06  2.46762055e+00  7.23923736e-06  7.00664287e+00  7.23923736e-06  4.83619528e-03 
 7.26954886e-06  7.00000000e+00  7.26954886e-06  4.41768464e+00  7.26954886e-06  5.54990049e+00  7.26954886e-06  2.48934171e+00  7.26954886e-06  6.99336845e+00  7.26954886e-06  4.93620630e-03 
 7.29095899e-06  7.00000000e+00  7.29095899e-06  4.44638329e+00  7.29095899e-06  5.55692573e+00  7.29095899e-06  2.50531130e+00  7.29095899e-06  7.00657174e+00  7.29095899e-06  5.00621433e-03 
 7.30678943e-06  7.00000000e+00  7.30678943e-06  4.46696581e+00  7.30678943e-06  5.56298035e+00  7.30678943e-06  2.51613978e+00  7.30678943e-06  6.99346630e+00  7.30678943e-06  5.05785657e-03 
 7.31751614e-06  7.00000000e+00  7.31751614e-06  4.48060358e+00  7.31751614e-06  5.56642248e+00  7.31751614e-06  2.52366527e+00  7.31751614e-06  7.00643447e+00  7.31751614e-06  5.09265036e-03 
 7.32977955e-06  7.00000000e+00  7.32977955e-06  4.49589156e+00  7.32977955e-06  5.57125054e+00  7.32977955e-06  2.53211561e+00  7.32977955e-06  6.99361884e+00  7.32977955e-06  5.13238351e-03 
 7.34401933e-06  7.00000000e+00  7.34401933e-06  4.51323716e+00  7.34401933e-06  5.57605197e+00  7.34401933e-06  2.54146113e+00  7.34401933e-06  7.00630415e+00  7.34401933e-06  5.17829939e-03 
