 time            v(bvdd)         v(bypass_en)    v(ea_en)        v(ref_sel)      v(uvov_en)      v(ilim_en)      v(pass_off)    
 8.36460888e-07  8.36460888e-01  5.17516213e-06  4.12278303e-06  8.46765807e-07  1.30212984e-07  1.30212983e-07 -1.03190496e-08 
 8.46460888e-07  8.46460888e-01  4.97338761e-06  3.91153429e-06  8.17503755e-07  1.18792354e-07  1.18792355e-07 -1.34956908e-08 
 8.56460888e-07  8.56460888e-01  4.78288142e-06  3.71581771e-06  7.89733481e-07  1.08238194e-07  1.08238194e-07 -1.63430386e-08 
 8.66460888e-07  8.66460888e-01  4.60260508e-06  3.53409578e-06  7.63470653e-07  9.85643708e-08  9.85643690e-08 -1.87754055e-08 
 8.76460888e-07  8.76460888e-01  4.43169295e-06  3.36507260e-06  7.38725712e-07  8.97689808e-08  8.97689815e-08 -2.07176316e-08 
 8.86460888e-07  8.86460888e-01  4.26942531e-06  3.20763790e-06  7.15496689e-07  8.18342598e-08  8.18342600e-08 -2.21119105e-08 
 8.96460888e-07  8.96460888e-01  4.11520271e-06  3.06082505e-06  6.93763984e-07  7.47282515e-08  7.47282513e-08 -2.29227369e-08 
 9.06460888e-07  9.06460888e-01  3.96852230e-06  2.92377975e-06  6.73487399e-07  6.84074895e-08  6.84074893e-08 -2.31395487e-08 
 9.16460888e-07  9.16460888e-01  3.82895639e-06  2.79573726e-06  6.54605415e-07  6.28200707e-08  6.28200713e-08 -2.27771088e-08 
 9.26460888e-07  9.26460888e-01  3.69613338e-06  2.67600585e-06  6.37036538e-07  5.79086827e-08  5.79086825e-08 -2.18737821e-08 
 9.36460888e-07  9.36460888e-01  3.56972185e-06  2.56395485e-06  6.20682470e-07  5.36133561e-08  5.36133554e-08 -2.04880189e-08 
 9.46460888e-07  9.46460888e-01  3.44941782e-06  2.45900585e-06  6.05432468e-07  4.98737492e-08  4.98737495e-08 -1.86936038e-08 
 9.56460888e-07  9.56460888e-01  3.33737928e-06  2.36075160e-06  5.99101308e-07  4.66918572e-08  4.66918574e-08 -8.37839631e-09 
 9.66460888e-07  9.66460888e-01  3.23039933e-06  2.26845479e-06  5.87337698e-07  4.38251260e-08  4.38251267e-08 -4.37130709e-09 
 9.76460888e-07  9.76460888e-01  3.12276465e-06  2.18156517e-06  5.57581905e-07  4.12678033e-08  4.12678035e-08 -1.95780828e-08 
 9.86460888e-07  9.86460888e-01  3.02125775e-06  2.10020790e-06  5.43365963e-07  3.93669557e-08  3.93669555e-08 -1.91901005e-08 
 9.96460888e-07  9.96460888e-01  2.92672991e-06  2.02359955e-06  5.35618138e-07  3.76569356e-08  3.76569363e-08 -1.27244115e-08 
 1.00646089e-06  1.00646089e+00  2.83792741e-06  1.95135670e-06  5.28310924e-07  3.61006161e-08  3.61006154e-08 -6.38261077e-09 
 1.01646089e-06  1.01646089e+00  2.75367675e-06  1.88323659e-06  5.19998275e-07  3.47547042e-08  3.47547040e-08 -1.60583058e-09 
 1.02646089e-06  1.02646089e+00  2.67330660e-06  1.81897374e-06  5.10777301e-07  3.36218660e-08  3.36218668e-08  1.74105286e-09 
 1.03646089e-06  1.03646089e+00  2.59647460e-06  1.75828271e-06  5.01021579e-07  3.26704608e-08  3.26704621e-08  4.08337930e-09 
 1.04646089e-06  1.04646089e+00  2.52297782e-06  1.70088945e-06  4.91058447e-07  3.18662218e-08  3.18662213e-08  5.78569170e-09 
 1.05646089e-06  1.05646089e+00  2.45265601e-06  1.64654508e-06  4.81107999e-07  3.11825592e-08  3.11825585e-08  7.09154246e-09 
 1.06646089e-06  1.06646089e+00  2.38535705e-06  1.59502613e-06  4.71292984e-07  3.05998359e-08  3.05998353e-08  8.14537382e-09 
 1.07646089e-06  1.07646089e+00  2.32092877e-06  1.54613084e-06  4.61668413e-07  3.01027759e-08  3.01027757e-08  9.02053632e-09 
 1.08646089e-06  1.08646089e+00  2.25921923e-06  1.49967525e-06  4.52250071e-07  2.96786884e-08  2.96786886e-08  9.74896652e-09 
 1.09646089e-06  1.09646089e+00  2.20007913e-06  1.45549082e-06  4.43034880e-07  2.93166730e-08  2.93166725e-08  1.03426216e-08 
 1.10646089e-06  1.10646089e+00  2.14336387e-06  1.41342263e-06  4.34013180e-07  2.90073059e-08  2.90073070e-08  1.08061059e-08 
 1.11646089e-06  1.11646089e+00  2.08893503e-06  1.37332823e-06  4.25174832e-07  2.87424765e-08  2.87424760e-08  1.11429812e-08 
 1.12646089e-06  1.12646089e+00  2.03666176e-06  1.33507670e-06  4.16511788e-07  2.85152507e-08  2.85152495e-08  1.13583043e-08 
 1.13646089e-06  1.13646089e+00  1.98642105e-06  1.29854762e-06  4.08018516e-07  2.83197489e-08  2.83197499e-08  1.14590870e-08 
 1.14646089e-06  1.14646089e+00  1.93809799e-06  1.26363024e-06  3.99691623e-07  2.81509974e-08  2.81509976e-08  1.14539387e-08 
 1.15646089e-06  1.15646089e+00  1.89158553e-06  1.23022276e-06  3.91529278e-07  2.80048108e-08  2.80048107e-08  1.13524070e-08 
 1.16646089e-06  1.16646089e+00  1.84678413e-06  1.19823151e-06  3.83530486e-07  2.78776664e-08  2.78776653e-08  1.11643421e-08 
 1.17646089e-06  1.17646089e+00  1.80360129e-06  1.16757025e-06  3.75694608e-07  2.77665948e-08  2.77665942e-08  1.08993835e-08 
 1.18646089e-06  1.18646089e+00  1.76195115e-06  1.13815950e-06  3.68020912e-07  2.76691063e-08  2.76691057e-08  1.05665878e-08 
 1.19646089e-06  1.19646089e+00  1.72175378e-06  1.10992595e-06  3.60508390e-07  2.75830980e-08  2.75830991e-08  1.01741793e-08 
 1.20646089e-06  1.20646089e+00  1.68293479e-06  1.08280194e-06  3.53155561e-07  2.75068147e-08  2.75068130e-08  9.72946468e-09 
 1.21646089e-06  1.21646089e+00  1.64542489e-06  1.05672495e-06  3.45960338e-07  2.74387627e-08  2.74387633e-08  9.23873245e-09 
 1.22646089e-06  1.22646089e+00  1.60915931e-06  1.03163710e-06  3.38920116e-07  2.73777027e-08  2.73777019e-08  8.70728611e-09 
 1.23646089e-06  1.23646089e+00  1.57407748e-06  1.00748478e-06  3.32031728e-07  2.73225828e-08  2.73225822e-08  8.13948875e-09 
 1.24646089e-06  1.24646089e+00  1.54012255e-06  9.84218190e-07  3.25291448e-07  2.72725112e-08  2.72725126e-08  7.53879215e-09 
 1.25646089e-06  1.25646089e+00  1.50724119e-06  9.61791065e-07  3.18695134e-07  2.72267510e-08  2.72267526e-08  6.90785740e-09 
 1.26646089e-06  1.26646089e+00  1.47538314e-06  9.40160438e-07  3.12238180e-07  2.71846806e-08  2.71846817e-08  6.24859120e-09 
 1.27646089e-06  1.27646089e+00  1.44450109e-06  9.19286177e-07  3.05915714e-07  2.71457621e-08  2.71457632e-08  5.56224555e-09 
 1.28646089e-06  1.28646089e+00  1.41455030e-06  8.99130857e-07  2.99722434e-07  2.71095671e-08  2.71095669e-08  4.84947860e-09 
 1.29646089e-06  1.29646089e+00  1.38548838e-06  8.79659519e-07  2.93652925e-07  2.70757095e-08  2.70757099e-08  4.11041945e-09 
 1.30646089e-06  1.30646089e+00  1.35727523e-06  8.60839419e-07  2.87701465e-07  2.70438858e-08  2.70438857e-08  3.34474370e-09 
 1.31646089e-06  1.31646089e+00  1.32987281e-06  8.42639940e-07  2.81862235e-07  2.70138247e-08  2.70138257e-08  2.55170329e-09 
 1.32646089e-06  1.32646089e+00  1.30324481e-06  8.25032287e-07  2.76129214e-07  2.69853122e-08  2.69853117e-08  1.73018933e-09 
 1.33646089e-06  1.33646089e+00  1.27735678e-06  8.07989387e-07  2.70496316e-07  2.69581495e-08  2.69581499e-08  8.78740303e-10 
 1.34646089e-06  1.34646089e+00  1.25217575e-06  7.91485836e-07  2.64957338e-07  2.69321878e-08  2.69321868e-08 -4.38649117e-12 
 1.35646089e-06  1.35646089e+00  1.22941181e-06  7.75842942e-07  2.59559950e-07  2.69817053e-08  2.69817051e-08 -8.75793105e-10 
 1.36646089e-06  1.36646089e+00  1.20569736e-06  7.60691875e-07  2.54154172e-07  2.69715552e-08  2.69715540e-08 -1.86237414e-09 
 1.37646089e-06  1.37646089e+00  1.17952642e-06  7.45084264e-07  2.48744392e-07  2.68158290e-08  2.68158279e-08 -2.95760616e-09 
 1.38646089e-06  1.38646089e+00  1.15621839e-06  7.30059323e-07  2.43553376e-07  2.68130410e-08  2.68130421e-08 -3.95758615e-09 
 1.39646089e-06  1.39646089e+00  1.13461097e-06  7.16320465e-07  2.38433206e-07  2.71742416e-08  2.71742421e-08 -4.99587993e-09 
 1.40646089e-06  1.40646089e+00  1.11376279e-06  7.03715357e-07  2.33340724e-07  2.77974459e-08  2.77974452e-08 -6.10663076e-09 
 1.41646089e-06  1.41646089e+00  1.09294236e-06  6.88875976e-07  2.28260294e-07  2.63186778e-08  2.63186780e-08 -7.30175409e-09 
 1.42646089e-06  1.42646089e+00  1.07250248e-06  6.75345232e-07  2.23253077e-07  2.59998277e-08  2.59998268e-08 -8.51808535e-09 
 1.43646089e-06  1.43646089e+00  1.05251705e-06  6.62810601e-07  2.18276085e-07  2.61996423e-08  2.61996431e-08 -9.79795078e-09 
 1.44646089e-06  1.44646089e+00  1.03295507e-06  6.50815534e-07  2.13317790e-07  2.64438970e-08  2.64438974e-08 -1.11503222e-08 
 1.45646089e-06  1.45646089e+00  1.01378256e-06  6.39163039e-07  2.08376367e-07  2.66126340e-08  2.66126341e-08 -1.25740283e-08 
 1.46646089e-06  1.46646089e+00  9.94979803e-07  6.27786525e-07  2.03446580e-07  2.67044390e-08  2.67044394e-08 -1.40714964e-08 
 1.47646089e-06  1.47646089e+00  9.76533830e-07  6.16665948e-07  1.98520348e-07  2.67404184e-08  2.67404184e-08 -1.56482104e-08 
 1.48646089e-06  1.48646089e+00  9.58431806e-07  6.05796715e-07  1.93588824e-07  2.67413426e-08  2.67413419e-08 -1.73106052e-08 
 1.49646089e-06  1.49646089e+00  9.40658845e-07  5.95178273e-07  1.88642947e-07  2.67229671e-08  2.67229673e-08 -1.90653864e-08 
 1.50646089e-06  1.50646089e+00  9.23198215e-07  5.84810074e-07  1.83673531e-07  2.66956629e-08  2.66956629e-08 -2.09196154e-08 
 1.51646089e-06  1.51646089e+00  9.06031752e-07  5.74690271e-07  1.78670794e-07  2.66655346e-08  2.66655347e-08 -2.28809393e-08 
 1.52646089e-06  1.52646089e+00  8.89140475e-07  5.64815563e-07  1.73624435e-07  2.66357817e-08  2.66357812e-08 -2.49577310e-08 
 1.53646089e-06  1.53646089e+00  8.72504767e-07  5.55181427e-07  1.68523372e-07  2.66078528e-08  2.66078518e-08 -2.71591943e-08 
 1.54646089e-06  1.54646089e+00  8.56104685e-07  5.45779234e-07  1.63355731e-07  2.65819308e-08  2.65819305e-08 -2.94954041e-08 
 1.55646089e-06  1.55646089e+00  8.39919682e-07  5.36600865e-07  1.58108719e-07  2.65582326e-08  2.65582326e-08 -3.19774766e-08 
 1.56646089e-06  1.56646089e+00  8.23927692e-07  5.27652698e-07  1.52768469e-07  2.65379058e-08  2.65379058e-08 -3.46176727e-08 
 1.57646089e-06  1.57646089e+00  8.08107381e-07  5.18925501e-07  1.47320186e-07  2.65186147e-08  2.65186147e-08 -3.74293193e-08 
 1.58646089e-06  1.58646089e+00  7.92437227e-07  5.10409000e-07  1.41747752e-07  2.65004017e-08  2.65004024e-08 -4.04271153e-08 
 1.59646089e-06  1.59646089e+00  7.76894394e-07  5.02095106e-07  1.36033482e-07  2.64832893e-08  2.64832909e-08 -4.36274237e-08 
 1.60646089e-06  1.60646089e+00  7.61454797e-07  4.93977426e-07  1.30158029e-07  2.64671625e-08  2.64671638e-08 -4.70483683e-08 
 1.61646089e-06  1.61646089e+00  7.46093337e-07  4.86050292e-07  1.24100245e-07  2.64518569e-08  2.64518574e-08 -5.07100203e-08 
 1.62646089e-06  1.62646089e+00  7.30783776e-07  4.78308483e-07  1.17836781e-07  2.64372156e-08  2.64372146e-08 -5.46346641e-08 
 1.63646089e-06  1.63646089e+00  7.15498436e-07  4.70747104e-07  1.11341966e-07  2.64231077e-08  2.64231071e-08 -5.88471064e-08 
 1.64646089e-06  1.64646089e+00  7.00207995e-07  4.63361428e-07  1.04587311e-07  2.64094248e-08  2.64094254e-08 -6.33750188e-08 
 1.65646089e-06  1.65646089e+00  6.85051121e-07  4.56531112e-07  9.75516981e-08  2.64384281e-08  2.64384284e-08 -6.82393669e-08 
 1.66646089e-06  1.66646089e+00  6.69915158e-07  4.49926084e-07  9.01805581e-08  2.64297818e-08  2.64297827e-08 -7.34937806e-08 
 1.67646089e-06  1.67646089e+00  6.54236563e-07  4.42373549e-07  8.23971820e-08  2.63111927e-08  2.63111933e-08 -7.92132493e-08 
 1.68646089e-06  1.68646089e+00  6.38302778e-07  4.35110205e-07  7.42157054e-08  2.63480381e-08  2.63480378e-08 -8.53850215e-08 
 1.69646089e-06  1.69646089e+00  6.22268491e-07  4.28453606e-07  6.55999652e-08  2.63753672e-08  2.63753668e-08 -9.20449837e-08 
 1.70646089e-06  1.70646089e+00  6.06125598e-07  4.22170128e-07  5.64875617e-08  2.63624046e-08  2.63624051e-08 -9.92553317e-08 
 1.71646089e-06  1.71646089e+00  5.89786095e-07  4.16053308e-07  4.68042972e-08  2.63331624e-08  2.63331623e-08 -1.07090415e-07 
 1.72646089e-06  1.72646089e+00  5.73116076e-07  4.10032586e-07  3.64702556e-08  2.63048537e-08  2.63048544e-08 -1.15630569e-07 
 1.73646089e-06  1.73646089e+00  5.56064735e-07  4.04108476e-07  2.54034620e-08  2.62829375e-08  2.62829383e-08 -1.24958734e-07 
 1.74646089e-06  1.74646089e+00  5.38543164e-07  3.98295667e-07  1.35112567e-08  2.62664261e-08  2.62664264e-08 -1.35168664e-07 
 1.75646089e-06  1.75646089e+00  5.20448359e-07  3.92605409e-07  6.89842516e-10  2.62534191e-08  2.62534182e-08 -1.46365436e-07 
 1.76646089e-06  1.76646089e+00  5.01688294e-07  3.87043344e-07 -1.32214938e-08  2.62424343e-08  2.62424344e-08 -1.58666838e-07 
 1.77646089e-06  1.77646089e+00  4.82163822e-07  3.81610717e-07 -2.82859072e-08  2.62321790e-08  2.62321797e-08 -1.72212362e-07 
 1.78646089e-06  1.78646089e+00  4.61764725e-07  3.76306580e-07 -4.46801010e-08  2.62218297e-08  2.62218298e-08 -1.87156376e-07 
 1.79646089e-06  1.79646089e+00  4.40364171e-07  3.71128756e-07 -6.25863839e-08  2.62108363e-08  2.62108364e-08 -2.03680324e-07 
 1.80646089e-06  1.80646089e+00  4.17816293e-07  3.66074559e-07 -8.22093664e-08  2.61989543e-08  2.61989548e-08 -2.21992353e-07 
 1.81646089e-06  1.81646089e+00  3.93952952e-07  3.61140983e-07 -1.03784928e-07  2.61860960e-08  2.61860962e-08 -2.42332263e-07 
 1.82646089e-06  1.82646089e+00  3.68580438e-07  3.56324941e-07 -1.27585192e-07  2.61722439e-08  2.61722425e-08 -2.64976877e-07 
 1.83646089e-06  1.83646089e+00  3.41475725e-07  3.51623144e-07 -1.53923139e-07  2.61574060e-08  2.61574069e-08 -2.90245022e-07 
 1.84646089e-06  1.84646089e+00  3.12382109e-07  3.47032243e-07 -1.83159158e-07  2.61416063e-08  2.61416064e-08 -3.18504099e-07 
 1.85646089e-06  1.85646089e+00  2.81004079e-07  3.42548754e-07 -2.15708261e-07  2.61248227e-08  2.61248231e-08 -3.50177414e-07 
 1.86646089e-06  1.86646089e+00  2.47001530e-07  3.38169078e-07 -2.52047910e-07  2.61070313e-08  2.61070326e-08 -3.85752101e-07 
 1.87646089e-06  1.87646089e+00  2.09983355e-07  3.33889603e-07 -2.92726271e-07  2.60881917e-08  2.60881915e-08 -4.25787579e-07 
 1.88646089e-06  1.88646089e+00  1.69500710e-07  3.29706613e-07 -3.38370691e-07  2.60682428e-08  2.60682416e-08 -4.70924086e-07 
 1.89646089e-06  1.89646089e+00  1.25039946e-07  3.25616302e-07 -3.89695447e-07  2.60471338e-08  2.60471348e-08 -5.21890652e-07 
 1.90646089e-06  1.90646089e+00  7.60158890e-08  3.21614946e-07 -4.47507892e-07  2.60248332e-08  2.60248340e-08 -5.79511274e-07 
 1.91646089e-06  1.91646089e+00  2.86383260e-08  3.18119553e-07 -5.12515424e-07  2.62027031e-08  2.62027029e-08 -6.44534337e-07 
 1.92646089e-06  1.92646089e+00 -3.89153160e-08  3.14173193e-07 -5.86488795e-07  2.60279542e-08  2.60279546e-08 -7.18669032e-07 
 1.93646089e-06  1.93646089e+00 -1.08821758e-07  3.10241951e-07 -6.69492888e-07  2.59568038e-08  2.59568036e-08 -8.02095357e-07 
 1.94646089e-06  1.94646089e+00 -1.83084391e-07  3.06361332e-07 -7.62980933e-07  2.59031019e-08  2.59031018e-08 -8.96267176e-07 
 1.95646089e-06  1.95646089e+00 -2.65271682e-07  3.02598005e-07 -8.68158380e-07  2.58474235e-08  2.58474240e-08 -1.00239131e-06 
 1.96646089e-06  1.96646089e+00 -3.57185224e-07  2.98993172e-07 -9.85883139e-07  2.58083948e-08  2.58083946e-08 -1.12133622e-06 
 1.97646089e-06  1.97646089e+00 -4.59683185e-07  2.95535529e-07 -1.11659799e-06  2.57913537e-08  2.57913541e-08 -1.25354866e-06 
 1.98646089e-06  1.98646089e+00 -5.73105348e-07  2.92193803e-07 -1.25997236e-06  2.57916567e-08  2.57916565e-08 -1.39868002e-06 
 1.99646089e-06  1.99646089e+00 -6.97156166e-07  2.88945824e-07 -1.41422652e-06  2.58068590e-08  2.58068602e-08 -1.55489218e-06 
 2.00646089e-06  2.00646089e+00 -8.30408975e-07  2.85790247e-07 -1.57499092e-06  2.58424653e-08  2.58424647e-08 -1.71768841e-06 
 2.01646089e-06  2.01646089e+00 -9.69380236e-07  2.82750402e-07 -1.73336171e-06  2.59143562e-08  2.59143558e-08 -1.87791997e-06 
 2.02646089e-06  2.02646089e+00 -1.10692657e-06  2.79880087e-07 -1.87254069e-06  2.60525229e-08  2.60525234e-08 -2.01834105e-06 
 2.03646089e-06  2.03646089e+00 -1.22951242e-06  2.77277246e-07 -1.96211143e-06  2.63084652e-08  2.63084650e-08 -2.10774086e-06 
 2.04646089e-06  2.04646089e+00 -1.31276493e-06  2.75104005e-07 -1.94896859e-06  2.67644530e-08  2.67644540e-08 -2.09164748e-06 
 2.05646089e-06  2.05646089e+00 -1.31508634e-06  2.73595392e-07 -1.74536146e-06  2.75326164e-08  2.75326160e-08 -1.88008718e-06 
 2.06646089e-06  2.06646089e+00 -1.17073859e-06  2.73007665e-07 -1.21928692e-06  2.87142340e-08  2.87142341e-08 -1.33778873e-06 
 2.07646089e-06  2.07646089e+00 -7.87147349e-07  2.73436615e-07 -2.00281229e-07  3.02844180e-08  3.02844190e-08 -2.90236417e-07 
 2.08646089e-06  2.08646089e+00 -5.39982986e-08  2.74511136e-07  1.47858522e-06  3.19262128e-08  3.19262123e-08  1.43342947e-06 
 2.09646089e-06  2.09646089e+00  1.12737249e-06  2.75167762e-07  3.92667903e-06  3.29639311e-08  3.29639305e-08  3.94345028e-06 
 2.10646089e-06  2.10646089e+00  2.82057871e-06  2.73898187e-07  7.11425165e-06  3.26542644e-08  3.26542641e-08  7.20879013e-06 
 2.11646089e-06  2.11646089e+00  5.01667786e-06  2.69443454e-07  1.08683283e-05  3.05000232e-08  3.05000230e-08  1.10509186e-05 
 2.12646089e-06  2.12646089e+00  7.64722707e-06  2.61995941e-07  1.49485639e-05  2.71775258e-08  2.71775256e-08  1.52232731e-05 
 2.13646089e-06  2.13646089e+00  1.06408157e-05  2.53826248e-07  1.92299390e-05  2.44709126e-08  2.44709123e-08  1.96956435e-05 
 2.14646089e-06  2.14646089e+00  1.39218366e-05  2.45006217e-07  2.39703789e-05  2.27469978e-08  2.27469971e-08  2.41862640e-05 
 2.15646089e-06  2.15646089e+00  1.76094260e-05  2.40347754e-07  2.86065208e-05  2.49870379e-08  2.49870366e-08  2.90038353e-05 
 2.16646089e-06  2.16646089e+00  2.17618170e-05  2.39606739e-07  3.40621312e-05  2.80898963e-08  2.80898967e-08  3.46425421e-05 
 2.17646089e-06  2.17646089e+00  2.65435079e-05  2.44856483e-07  4.08075282e-05  3.18928498e-08  3.18928501e-08  4.15661123e-05 
 2.18646089e-06  2.18646089e+00  3.22875273e-05  2.54332445e-07  4.93398132e-05  3.81030452e-08  3.81030451e-08  5.03121533e-05 
 2.19646089e-06  2.19646089e+00  3.93380824e-05  2.63728210e-07  6.01341202e-05  4.35809975e-08  4.35809973e-08  6.13832802e-05 
 2.20646089e-06  2.20646089e+00  4.79664063e-05  2.70482105e-07  7.33883438e-05  4.56984114e-08  4.56984115e-08  7.49963919e-05 
 2.21646089e-06  2.21646089e+00  5.85327748e-05  2.80225823e-07  8.96993216e-05  4.85527568e-08  4.85527578e-08  9.17825989e-05 
 2.22646089e-06  2.22646089e+00  7.12926255e-05  2.88634088e-07  1.09140466e-04  4.84562700e-08  4.84562694e-08  1.11849046e-04 
 2.23646089e-06  2.23646089e+00  8.64057500e-05  2.94525825e-07  1.31660040e-04  4.55003177e-08  4.55003173e-08  1.35192371e-04 
 2.24646089e-06  2.24646089e+00  1.04022084e-04  3.01307061e-07  1.57378082e-04  4.27078382e-08  4.27078384e-08  1.62013434e-04 
 2.25646089e-06  2.25646089e+00  1.24373175e-04  3.14438500e-07  1.86741791e-04  4.30362888e-08  4.30362891e-08  1.92896402e-04 
 2.26646089e-06  2.26646089e+00  1.47833130e-04  3.39591014e-07  2.20567558e-04  4.79666162e-08  4.79666173e-08  2.28888377e-04 
 2.27646089e-06  2.27646089e+00  1.74948914e-04  3.82980333e-07  2.60043798e-04  5.77912115e-08  5.77912106e-08  2.71569989e-04 
 2.28646089e-06  2.28646089e+00  2.06448208e-04  4.53563075e-07  3.06741771e-04  7.24842363e-08  7.24842358e-08  3.23194659e-04 
 2.29646089e-06  2.29646089e+00  2.43219981e-04  5.66900909e-07  3.62637522e-04  9.23640102e-08  9.23640111e-08  3.86958541e-04 
 2.30646089e-06  2.30646089e+00  2.86236257e-04  7.51657505e-07  4.30107602e-04  1.18357213e-07  1.18357213e-07  4.67477760e-04 
 2.31646089e-06  2.31646089e+00  3.36345487e-04  1.06099800e-06  5.11818947e-04  1.51943681e-07  1.51943681e-07  5.71594993e-04 
 2.32646089e-06  2.32646089e+00  3.93849915e-04  1.59120719e-06  6.10435586e-04  1.94975523e-07  1.94975523e-07  7.09693962e-04 
 2.33646089e-06  2.33646089e+00  4.57603437e-04  2.53160532e-06  7.28068474e-04  2.52741108e-07  2.52741108e-07  8.98768485e-04 
 2.34646089e-06  2.34646089e+00  5.26996231e-04  4.03126926e-06  8.69742296e-04  3.26831897e-07  3.26831898e-07  1.16110834e-03 
 2.35646089e-06  2.35646089e+00  6.06867915e-04  6.23185372e-06  1.05421946e-03  4.82914469e-07  4.82914470e-07  1.53316958e-03 
 2.36646089e-06  2.36646089e+00  7.25641082e-04  8.87464520e-06  1.34323646e-03  8.60179713e-07  8.60179713e-07  2.06936793e-03 
 2.37646089e-06  2.37646089e+00  9.50338618e-04  1.03589089e-05  1.83505528e-03  1.35549031e-06  1.35549031e-06  2.80437280e-03 
 2.38646089e-06  2.38646089e+00  1.35899439e-03  2.99489546e-06  2.47709341e-03  6.51348008e-08  6.51348007e-08  3.39846815e-03 
 2.39479911e-06  2.39479911e+00  1.86106723e-03 -2.10020520e-05  3.00816708e-03 -3.39547425e-06 -3.39547425e-06  3.10813109e-03 
 2.40250780e-06  2.40250780e+00  2.31991075e-03 -5.24752278e-05  3.43351991e-03 -4.52021296e-06 -4.52021296e-06  2.03189496e-03 
 2.40950576e-06  2.40950576e+00  2.81755492e-03 -8.33773675e-05  3.87314762e-03 -3.74788654e-06 -3.74788654e-06  3.85458330e-04 
 2.41527211e-06  2.41527211e+00  3.78298431e-03 -1.10751529e-04  4.74913189e-03 -1.53641869e-06 -1.53641869e-06 -1.45576326e-03 
 2.42154021e-06  2.42154021e+00  5.64905459e-03 -1.56166938e-04  6.51301122e-03  6.65416431e-08  6.65416435e-08 -3.98815574e-03 
 2.42807222e-06  2.42807222e+00  6.40370645e-03 -1.78291180e-04  7.08797504e-03  3.68935125e-06  3.68935125e-06 -7.43640624e-03 
